PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
201899,30NOV18,01APR18,31MAR19,652,Speech and Language Therapy,,,,,,,,23627,20575,954,4142,16431,1
201899,30NOV18,01APR18,31MAR19,653,Podiatry,262,252,39,223,217,258,0,98871,80750,6197,12279,68471,1
201899,30NOV18,01APR18,31MAR19,654,Dietetics,2,0,2,0,0,2,2,65673,51638,5410,16335,35303,1
201899,30NOV18,01APR18,31MAR19,655,Orthoptics,1,0,1,0,0,0,0,60409,43910,6027,9986,33924,1
201899,30NOV18,01APR18,31MAR19,656,Clinical Psychology,,,,,,,,17119,13723,1205,2966,10757,1
201899,30NOV18,01APR18,31MAR19,657,Prosthetics,,,,,,,,1740,1355,78,166,1189,1
201899,30NOV18,01APR18,31MAR19,658,Orthotics,2,1,2,0,0,1,1,34220,27923,2178,9496,18427,1
201899,30NOV18,01APR18,31MAR19,660,Art Therapy,,,,,,,,52,52,0,0,52,1
201899,30NOV18,01APR18,31MAR19,662,Optometry,,,,,,,,11466,8537,897,2377,6160,1
201899,30NOV18,01APR18,31MAR19,663,Podiatric Surgery,398,384,7,391,378,398,4,4217,3025,254,657,2368,1
201899,30NOV18,01APR18,31MAR19,700,Learning Disability (previously MH),881,0,881,0,0,854,59,35489,27344,2885,3875,23469,1
201899,30NOV18,01APR18,31MAR19,710,Adult Mental Illness,8107,33,8087,20,0,5807,4216,201893,151404,24618,20112,131288,1
201899,30NOV18,01APR18,31MAR19,711,Child & Adolescent Psychiatry,287,3,286,1,1,264,83,39754,31108,3859,3963,27145,1
201899,30NOV18,01APR18,31MAR19,712,Forensic Psychiatry,237,0,237,0,0,117,31,1548,1206,129,149,1057,1
201899,30NOV18,01APR18,31MAR19,713,Psychotherapy,29,11,22,7,7,23,10,3821,2686,293,409,2277,1
201899,30NOV18,01APR18,31MAR19,715,Old Age Psychiatry,1514,43,1508,6,0,1065,609,51450,40127,2571,6370,33757,1
201899,30NOV18,01APR18,31MAR19,720,Eating Disorders,15,0,15,0,0,13,2,1640,1454,77,128,1326,1
201899,30NOV18,01APR18,31MAR19,721,Addiction Services,61,0,61,0,0,60,1,377,159,108,27,132,1
201899,30NOV18,01APR18,31MAR19,722,Liaison Psychiatry,2,0,2,0,0,1,1,1623,1414,107,390,1024,1
201899,30NOV18,01APR18,31MAR19,723,Psychiatric Intensive Care,36,0,36,0,0,11,8,1,0,0,0,0,1
201899,30NOV18,01APR18,31MAR19,724,Perinatal Psychiatry,21,0,21,0,0,15,10,727,454,148,72,382,1
201899,30NOV18,01APR18,31MAR19,725,Mental Health Recovery and Rehabilitation Service,,,,,,,,764,552,96,53,499,1
201899,30NOV18,01APR18,31MAR19,727,Dementia Assessment Service,,,,,,,,470,452,11,145,307,1
201899,30NOV18,01APR18,31MAR19,800,Clinical Oncology (previously Radiotherapy),33621,29569,5855,27766,26412,32196,2519,261316,228165,6087,26195,201970,1
201899,30NOV18,01APR18,31MAR19,811,Interventional Radiology,6317,5952,1599,4718,4509,5304,81,8860,8022,308,5606,2416,1
201899,30NOV18,01APR18,31MAR19,812,Diagnostic Imaging,1267,1205,144,1123,1076,1143,3,424568,401175,4339,221875,179300,1
201899,30NOV18,01APR18,31MAR19,822,Chemical Pathology,240,199,46,194,189,214,19,8028,5552,770,1829,3723,1
201899,30NOV18,01APR18,31MAR19,834,Medical Virology,2,1,2,0,0,0,0,1985,1296,349,144,1152,1
201899,30NOV18,01APR18,31MAR19,840,Audiology,1,0,1,0,0,1,1,143886,128111,6128,50736,77375,1
201899,30NOV18,01APR18,31MAR19,920,Diabetic Education Service,3,1,3,0,0,3,3,921,557,117,141,416,1
201899,31OCT18,01APR18,31MAR19,&,Not Known,862,120,854,8,8,799,583,9296,5337,626,1557,3746,1
201899,31OCT18,01APR18,31MAR19,100,General Surgery,123126,84844,76626,46500,43934,110860,54575,250877,194390,14561,78143,116246,1
201899,31OCT18,01APR18,31MAR19,101,Urology,62716,51007,28418,34298,31163,57813,10865,353039,261489,21818,82365,179123,1
201899,31OCT18,01APR18,31MAR19,102,Transplantation Surgery,1232,852,1009,223,201,887,324,9914,7785,619,730,7055,1
201899,31OCT18,01APR18,31MAR19,103,Breast Surgery,7053,6757,2833,4220,4096,6921,165,157418,128024,7624,60109,67915,1
201899,31OCT18,01APR18,31MAR19,104,Colorectal Surgery,27103,23493,8628,18475,17825,25179,3415,105960,80292,6673,37994,42298,1
201899,31OCT18,01APR18,31MAR19,105,Hepatobiliary & Pancreatic Surgery,2859,2027,2417,442,408,2053,550,8984,6885,507,2293,4592,1
201899,31OCT18,01APR18,31MAR19,106,Upper Gastrointestinal Surgery,8758,7373,3488,5270,5018,7823,1209,24117,18045,1736,7782,10263,1
201899,31OCT18,01APR18,31MAR19,107,Vascular Surgery,9562,7776,5749,3813,3528,8132,1999,67475,50078,4671,22424,27654,1
201899,31OCT18,01APR18,31MAR19,108,Spinal Surgery Service,4804,4173,2573,2231,2115,4350,437,36399,27363,1871,8892,18471,1
201899,31OCT18,01APR18,31MAR19,110,Trauma & Orthopaedics,101708,87254,60981,40727,38492,93535,23931,883539,701606,53172,249161,452445,1
201899,31OCT18,01APR18,31MAR19,120,"Ear, Nose & Throat (ENT)",27161,21859,12907,14254,13270,26264,6756,363512,264333,26027,112072,152261,1
201899,31OCT18,01APR18,31MAR19,130,Ophthalmology,66341,63149,2946,63395,60612,65495,1352,930387,726759,58083,181592,545166,1
201899,31OCT18,01APR18,31MAR19,140,Oral Surgery,17311,16028,2190,15121,14262,17044,1020,119773,87558,10229,40889,46669,1
201899,31OCT18,01APR18,31MAR19,141,Restorative Dentistry,858,823,19,839,808,857,5,57468,42530,3863,8789,33741,1
201899,31OCT18,01APR18,31MAR19,142,Paediatric Dentistry,2213,2005,53,2160,1962,2213,5,17388,12448,1744,3452,8995,1
201899,31OCT18,01APR18,31MAR19,143,Orthodontics,46,42,9,37,36,43,2,94927,73586,6425,6790,66796,1
201899,31OCT18,01APR18,31MAR19,144,Maxillo Facial Surgery,9700,8704,3006,6694,6301,9495,1470,70695,50040,6039,20262,29778,1
201899,31OCT18,01APR18,31MAR19,150,Neurosurgery,8140,6753,6839,1301,1219,6707,1931,44114,32018,2745,12070,19948,1
201899,31OCT18,01APR18,31MAR19,160,Plastic Surgery,21998,19758,6621,15377,14566,21520,3816,124566,97252,8055,29281,67883,1
201899,31OCT18,01APR18,31MAR19,161,Burns Care,509,325,401,108,100,478,296,5704,4923,376,1122,3801,1
201899,31OCT18,01APR18,31MAR19,170,Cardiothoracic Surgery,1139,964,1121,18,17,836,109,5541,4342,246,1643,2699,1
201899,31OCT18,01APR18,31MAR19,171,Paediatric Surgery,5029,3879,2791,2238,2039,4602,1424,21386,15655,1750,7126,8529,1
201899,31OCT18,01APR18,31MAR19,172,Cardiac Surgery,3019,2496,2996,23,20,2229,308,8347,6803,336,2179,4624,1
201899,31OCT18,01APR18,31MAR19,173,Thoracic Surgery,2312,1978,2217,95,73,2051,252,6668,5279,387,1652,3627,1
201899,31OCT18,01APR18,31MAR19,174,Cardiothoracic Transplantation,295,256,213,82,76,278,83,2329,1918,78,156,1762,1
201899,31OCT18,01APR18,31MAR19,180,Accident & Emergency (A&E),68887,15045,68683,204,195,67332,67056,19569,16787,1596,13384,3403,1
201899,31OCT18,01APR18,31MAR19,190,Anaesthetics,961,756,378,583,522,727,132,64228,53446,2610,18664,34782,1
201899,31OCT18,01APR18,31MAR19,191,Pain Management,17300,16606,454,16846,16190,17175,50,112658,78305,9319,22442,55863,1
201899,31OCT18,01APR18,31MAR19,192,Critical Care Medicine,4066,2187,4054,12,10,1237,1122,802,505,106,337,168,1
201899,31OCT18,01APR18,31MAR19,199,"Non-UK Provider; specialty function not known, treatment mainly surgical",188,0,188,0,0,142,75,99,0,28,0,0,1
201899,31OCT18,01APR18,31MAR19,211,Paediatric Urology,2088,1821,573,1515,1359,2064,97,10460,7224,900,2717,4507,1
201899,31OCT18,01APR18,31MAR19,212,Paediatric Transplantation Surgery,5,4,5,0,0,1,0,6,5,0,0,5,1
201899,31OCT18,01APR18,31MAR19,213,Paediatric Gastrointestinal Surgery,5,4,3,2,2,5,2,10,5,2,1,4,1
201899,31OCT18,01APR18,31MAR19,214,Paediatric Trauma and Orthopaedics,2491,2119,1614,877,790,2353,760,43380,32287,3483,13458,18829,1
201899,31OCT18,01APR18,31MAR19,215,Paediatric Ear Nose and Throat,3318,2902,1352,1966,1827,3247,304,25780,18012,2347,7508,10504,1
201899,31OCT18,01APR18,31MAR19,216,Paediatric Ophthalmology,633,579,105,528,497,628,19,57818,41582,6575,11044,30538,1
201899,31OCT18,01APR18,31MAR19,217,Paediatric Maxillo-facial Surgery,442,399,184,258,235,439,123,3411,2528,283,875,1653,1
201899,31OCT18,01APR18,31MAR19,218,Paediatric Neurosurgery,735,563,567,168,143,581,154,2868,2220,183,601,1619,1
201899,31OCT18,01APR18,31MAR19,219,Paediatric Plastic Surgery,1862,1672,945,917,852,1838,616,11663,9428,778,3361,6067,1
201899,31OCT18,01APR18,31MAR19,220,Paediatric Burns Care,263,222,242,21,17,258,206,2493,2190,157,627,1563,1
201899,31OCT18,01APR18,31MAR19,221,Paediatric Cardiac Surgery,425,348,422,3,2,205,4,207,181,11,70,111,1
201899,31OCT18,01APR18,31MAR19,222,Paediatric Thoracic Surgery,27,24,19,8,6,25,0,117,98,7,17,81,1
201899,31OCT18,01APR18,31MAR19,223,Paediatric Epilepsy,109,63,58,51,32,94,14,4571,3465,383,641,2824,1
201899,31OCT18,01APR18,31MAR19,241,Paediatric Pain Management,5,5,1,4,4,5,0,461,325,29,76,249,1
201899,31OCT18,01APR18,31MAR19,242,Paediatric Intensive Care,873,621,872,1,1,352,186,109,104,5,5,99,1
201899,31OCT18,01APR18,31MAR19,251,Paediatric Gastroenterology,2510,2193,633,1877,1780,2392,165,13783,9230,1157,2341,6889,1
201899,31OCT18,01APR18,31MAR19,252,Paediatric Endocrinology,1049,918,184,865,794,1034,20,10717,8054,944,1515,6539,1
201899,31OCT18,01APR18,31MAR19,253,Paediatric Clinical Haematology,2430,2077,632,1798,1740,2322,352,8482,6879,595,799,6080,1
201899,31OCT18,01APR18,31MAR19,254,Paediatric Audiological Medicine,41,38,5,36,33,41,0,8199,5864,896,2165,3699,1
201899,31OCT18,01APR18,31MAR19,255,Paediatric Clinical Immunology and Allergy,1193,507,102,1091,469,1177,21,10215,6985,823,2766,4219,1
201899,31OCT18,01APR18,31MAR19,256,Paediatric Infectious Diseases,135,51,75,60,32,96,25,1064,765,147,244,521,1
201899,31OCT18,01APR18,31MAR19,257,Paediatric Dermatology,370,212,28,342,205,341,12,18842,12522,1851,4272,8226,1
201899,31OCT18,01APR18,31MAR19,258,Paediatric Respiratory Medicine,1971,1356,1501,470,407,1717,408,15610,11164,1513,3017,8147,1
201899,31OCT18,01APR18,31MAR19,259,Paediatric Nephrology,943,732,280,663,581,869,82,6644,5231,410,722,4509,1
201899,31OCT18,01APR18,31MAR19,260,Paediatric Medical Oncology,3393,2784,1019,2374,2224,3311,473,7575,6386,294,420,5966,1
201899,31OCT18,01APR18,31MAR19,261,Paediatric Metabolic Disease,271,185,110,161,122,257,17,1949,1549,133,202,1347,1
201899,31OCT18,01APR18,31MAR19,262,Paediatric Rheumatology,1394,1167,77,1317,1109,1376,12,5802,4282,367,940,3342,1
201899,31OCT18,01APR18,31MAR19,263,Paediatric Diabetic Medicine,110,28,70,40,25,99,55,13880,10845,1003,441,10404,1
201899,31OCT18,01APR18,31MAR19,264,Paediatric Cystic Fibrosis,239,147,120,119,71,221,33,2040,1569,78,45,1524,1
201899,31OCT18,01APR18,31MAR19,280,Paediatric Interventional Radiology,286,284,175,111,110,55,0,226,199,10,85,114,1
201899,31OCT18,01APR18,31MAR19,290,Community Paediatrics,55,29,25,30,29,55,23,40686,30202,3302,7706,22496,1
201899,31OCT18,01APR18,31MAR19,291,Paediatric Neuro-disability,58,47,13,45,40,56,3,8230,5947,702,1405,4542,1
201899,31OCT18,01APR18,31MAR19,300,General Medicine,316822,88765,297412,19410,17129,225179,202453,136722,116407,7369,50241,66148,1
201899,31OCT18,01APR18,31MAR19,301,Gastroenterology,138532,119531,27119,111413,107019,116974,3400,257636,185066,21033,66064,119002,1
201899,31OCT18,01APR18,31MAR19,302,Endocrinology,11256,4884,8493,2763,2640,5315,2378,88169,60456,7350,15623,44833,1
201899,31OCT18,01APR18,31MAR19,303,Clinical Haematology,59613,54472,9181,50432,48743,56960,2803,214282,169657,12425,21402,148255,1
201899,31OCT18,01APR18,31MAR19,304,Clinical Physiology,2,2,0,2,2,2,0,65713,51936,3774,29288,22648,1
201899,31OCT18,01APR18,31MAR19,305,Clinical Pharmacology,350,124,305,45,36,143,80,1537,1059,132,196,863,1
201899,31OCT18,01APR18,31MAR19,306,Hepatology,3681,2448,2196,1485,1371,2233,326,43030,29914,4925,6415,23499,1
201899,31OCT18,01APR18,31MAR19,307,Diabetic Medicine,5943,1677,5457,486,390,2480,1927,142322,105717,14470,17080,88637,1
201899,31OCT18,01APR18,31MAR19,308,Bone & Marrow Transplantation,611,555,247,364,354,551,41,3701,3060,113,120,2940,1
201899,31OCT18,01APR18,31MAR19,309,Haemophilia,186,168,42,144,142,176,29,4384,3098,580,551,2547,1
201899,31OCT18,01APR18,31MAR19,310,Audiological Medicine,1,1,0,1,1,1,0,47914,37762,2414,16339,21423,1
201899,31OCT18,01APR18,31MAR19,311,Clinical Genetics,14,12,4,10,9,14,3,9515,7309,691,5129,2180,1
201899,31OCT18,01APR18,31MAR19,313,Clinical Immunology & Allergy,977,809,16,961,802,974,10,5243,3376,451,1350,2026,1
201899,31OCT18,01APR18,31MAR19,314,Rehabilitation,5714,3252,5569,145,128,2812,516,38190,29101,2430,6280,22821,1
201899,31OCT18,01APR18,31MAR19,315,Palliative Medicine,941,168,915,26,26,461,259,13693,12172,377,2396,9776,1
201899,31OCT18,01APR18,31MAR19,316,Clinical Immunology,1221,1200,9,1212,1194,1218,4,3820,2398,304,557,1841,1
201899,31OCT18,01APR18,31MAR19,317,Allergy,814,610,7,807,604,813,0,10370,6782,983,2808,3974,1
201899,31OCT18,01APR18,31MAR19,318,Intermediate Care,1526,494,1526,0,0,803,136,83489,82073,1121,11978,70095,1
201899,31OCT18,01APR18,31MAR19,319,Respite Care,404,10,404,0,0,403,46,1,1,0,0,1,1
201899,31OCT18,01APR18,31MAR19,320,Cardiology,61787,41406,42694,19093,17928,37281,11673,439410,338470,27758,148422,190047,1
201899,31OCT18,01APR18,31MAR19,321,Paediatric Cardiology,1313,1085,803,510,455,1086,121,23359,18037,1436,4747,13290,1
201899,31OCT18,01APR18,31MAR19,322,Clinical Microbiology,18,14,6,12,12,16,4,201,164,12,60,104,1
201899,31OCT18,01APR18,31MAR19,323,Spinal Injuries,301,248,258,43,42,212,24,2355,1740,120,138,1602,1
201899,31OCT18,01APR18,31MAR19,324,Anticoagulant Service,5,4,1,4,4,5,1,101975,89799,6529,4998,84801,1
201899,31OCT18,01APR18,31MAR19,325,Sport & Exercise Medicine,612,153,607,5,5,547,536,1690,984,87,423,561,1
201899,31OCT18,01APR18,31MAR19,327,Cardiac Rehabilitation,2,1,2,0,0,2,2,17768,13963,1003,1634,12329,1
201899,31OCT18,01APR18,31MAR19,328,Stroke Medicine,10540,5628,10529,11,10,4579,4368,9434,6953,918,3234,3719,1
201899,31OCT18,01APR18,31MAR19,329,Transient Ischaemic Attack,259,164,226,33,33,189,152,10638,9144,496,7135,2009,1
201899,31OCT18,01APR18,31MAR19,330,Dermatology,13619,12724,458,13161,12493,13357,115,432322,323398,26054,102425,220511,1
201899,31OCT18,01APR18,31MAR19,331,Congenital Heart Disease Service,115,88,87,28,26,93,27,6091,4267,420,1007,3260,1
201899,31OCT18,01APR18,31MAR19,340,Respiratory Medicine (Thoracic Medicine),50421,19376,41792,8629,6957,20907,10329,244301,177102,19799,56926,120176,1
201899,31OCT18,01APR18,31MAR19,341,Respiratory Physiology,1305,1245,986,319,313,1255,10,53853,40445,4777,13340,27105,1
201899,31OCT18,01APR18,31MAR19,342,Programmed Pulmonary Rehabilitation,,,,,,,,6180,4998,517,590,4408,1
201899,31OCT18,01APR18,31MAR19,343,Adult Cystic Fibrosis,843,399,497,346,118,705,175,3065,2231,260,67,2164,1
201899,31OCT18,01APR18,31MAR19,344,Complex Specialised Rehabilitation Service,44,44,44,0,0,21,1,749,575,34,94,481,1
201899,31OCT18,01APR18,31MAR19,345,Specialist Rehabilitation Service,18,17,18,0,0,8,0,58,48,6,4,44,1
201899,31OCT18,01APR18,31MAR19,346,Local Specialist Rehabilitation Service,14,9,14,0,0,3,0,212,193,19,23,170,1
201899,31OCT18,01APR18,31MAR19,350,Infectious Diseases,2897,1245,2445,452,398,1240,709,20218,15130,2770,3489,11641,1
201899,31OCT18,01APR18,31MAR19,352,Tropical Medicine,78,37,65,13,13,25,12,897,821,70,430,391,1
201899,31OCT18,01APR18,31MAR19,360,Genitourinary Medicine,76,38,73,3,2,18,13,7036,5462,757,1251,4211,1
201899,31OCT18,01APR18,31MAR19,361,Nephrology,15340,9770,11064,4276,4020,8811,3340,123771,95582,7806,10011,85269,1
201899,31OCT18,01APR18,31MAR19,370,Medical Oncology,35480,31783,5920,29560,28193,34555,3114,174571,145615,5638,13520,132095,1
201899,31OCT18,01APR18,31MAR19,371,Nuclear Medicine,42,42,30,12,12,41,0,3125,2701,100,895,1806,1
201899,31OCT18,01APR18,31MAR19,400,Neurology,13134,10960,4903,8231,7873,11170,1829,190419,132792,14952,45901,86511,1
201899,31OCT18,01APR18,31MAR19,401,Clinical Neuro-physiology,170,164,51,119,119,167,1,25464,20612,1465,19003,1609,1
201899,31OCT18,01APR18,31MAR19,410,Rheumatology,14332,12906,1451,12881,12286,13761,637,272590,196509,17676,38550,157958,1
201899,31OCT18,01APR18,31MAR19,420,Paediatrics,83329,11073,78862,4467,3316,78762,66093,213539,159271,18106,75350,83921,1
201899,31OCT18,01APR18,31MAR19,421,Paediatric Neurology,1177,890,393,784,635,1057,116,11390,7810,788,2184,5626,1
201899,31OCT18,01APR18,31MAR19,422,Neonatology,15377,5325,15367,10,6,11753,762,8119,6557,642,2361,4196,1
201899,31OCT18,01APR18,31MAR19,424,Well Babies,35706,1361,35702,4,3,35182,233,9280,7406,396,1928,5478,1
201899,31OCT18,01APR18,31MAR19,430,Geriatric Medicine,75235,21046,74257,978,770,25358,23003,56540,41291,3980,18399,22892,1
201899,31OCT18,01APR18,31MAR19,450,Dental Medicine Specialties,370,354,6,364,348,370,3,12745,9269,1049,3383,5886,1
201899,31OCT18,01APR18,31MAR19,460,Medical Ophthalmology,650,645,3,647,642,650,1,11568,8985,870,1444,7541,1
201899,31OCT18,01APR18,31MAR19,499,"Non-UK Provider; specialty function not known, treatment mainly medical",9,0,9,0,0,8,8,,,,,,
201899,31OCT18,01APR18,31MAR19,501,Obstetrics,84195,47804,83821,374,348,80435,1223,392822,328450,24181,87289,240314,1
201899,31OCT18,01APR18,31MAR19,502,Gynaecology,48994,35485,26971,22023,20430,47449,15910,404626,310207,23688,144378,165829,1
201899,31OCT18,01APR18,31MAR19,503,Gynaecological Oncology,1977,1804,1314,663,629,1889,122,27116,20792,1368,8155,12637,1
201899,31OCT18,01APR18,31MAR19,560,Midwife episode,20663,9343,20661,2,1,20173,106,269560,229058,14951,55159,173898,1
201899,31OCT18,01APR18,31MAR19,650,Physiotherapy,60,57,2,58,55,60,0,623012,494603,48188,135974,358578,1
201899,31OCT18,01APR18,31MAR19,651,Occupational Therapy,1,0,0,1,0,1,0,60925,51319,4336,14785,36521,1
201899,31OCT18,01APR18,31MAR19,652,Speech and Language Therapy,1,1,1,0,0,1,1,23700,20637,1017,4518,16119,1
201899,31OCT18,01APR18,31MAR19,653,Podiatry,279,268,24,255,246,279,1,103457,84575,6354,13069,71505,1
201899,31OCT18,01APR18,31MAR19,654,Dietetics,2,1,2,0,0,0,0,65686,51691,5393,16495,35196,1
201899,31OCT18,01APR18,31MAR19,655,Orthoptics,5,3,2,3,3,5,1,64564,46594,6521,10354,36240,1
201899,31OCT18,01APR18,31MAR19,656,Clinical Psychology,2,0,2,0,0,2,0,16800,13082,1345,2781,10301,1
201899,31OCT18,01APR18,31MAR19,657,Prosthetics,,,,,,,,1725,1360,85,147,1213,1
201899,31OCT18,01APR18,31MAR19,658,Orthotics,1,1,1,0,0,1,0,35655,28988,2286,10425,18561,1
201899,31OCT18,01APR18,31MAR19,660,Art Therapy,,,,,,,,41,41,0,0,41,1
201899,31OCT18,01APR18,31MAR19,662,Optometry,2,1,2,0,0,2,0,12212,9038,1017,2511,6527,1
201899,31OCT18,01APR18,31MAR19,663,Podiatric Surgery,411,400,4,407,396,411,0,3970,2883,221,635,2248,1
201899,31OCT18,01APR18,31MAR19,700,Learning Disability (previously MH),884,0,884,0,0,808,45,35683,27662,2864,4069,23593,1
201899,31OCT18,01APR18,31MAR19,710,Adult Mental Illness,8280,27,8272,8,0,6034,4355,205668,153961,25700,20834,133125,1
201899,31OCT18,01APR18,31MAR19,711,Child & Adolescent Psychiatry,278,6,274,4,4,250,76,38442,29776,4024,3591,26184,1
201899,31OCT18,01APR18,31MAR19,712,Forensic Psychiatry,230,0,230,0,0,103,24,1660,1334,115,168,1166,1
201899,31OCT18,01APR18,31MAR19,713,Psychotherapy,30,11,24,6,6,22,13,3780,2594,272,383,2211,1
201899,31OCT18,01APR18,31MAR19,715,Old Age Psychiatry,1479,24,1472,7,2,1053,577,54318,42064,2689,7086,34978,1
201899,31OCT18,01APR18,31MAR19,720,Eating Disorders,9,0,9,0,0,8,2,1630,1421,73,139,1282,1
201899,31OCT18,01APR18,31MAR19,721,Addiction Services,63,0,63,0,0,62,3,469,209,152,40,169,1
201899,31OCT18,01APR18,31MAR19,722,Liaison Psychiatry,4,0,4,0,0,4,3,1605,1364,119,411,953,1
201899,31OCT18,01APR18,31MAR19,723,Psychiatric Intensive Care,47,0,47,0,0,26,16,,,,,,
201899,31OCT18,01APR18,31MAR19,724,Perinatal Psychiatry,25,0,25,0,0,21,7,741,473,158,90,383,1
201899,31OCT18,01APR18,31MAR19,725,Mental Health Recovery and Rehabilitation Service,7,0,7,0,0,7,3,787,474,104,50,424,1
201899,31OCT18,01APR18,31MAR19,727,Dementia Assessment Service,,,,,,,,421,382,29,122,260,1
201899,31OCT18,01APR18,31MAR19,800,Clinical Oncology (previously Radiotherapy),34946,30570,6165,28781,27349,33360,2728,268922,233906,6391,27339,206567,1
201899,31OCT18,01APR18,31MAR19,811,Interventional Radiology,6480,6088,1600,4880,4673,5447,80,9234,8395,329,5977,2418,1
201899,31OCT18,01APR18,31MAR19,812,Diagnostic Imaging,1232,1165,151,1081,1039,1094,3,437859,413714,4324,230564,183150,1
201899,31OCT18,01APR18,31MAR19,822,Chemical Pathology,231,189,42,189,186,208,18,8528,5629,850,1830,3799,1
201899,31OCT18,01APR18,31MAR19,834,Medical Virology,,,,,,,,2046,1247,496,162,1085,1
201899,31OCT18,01APR18,31MAR19,840,Audiology,0,0,0,0,0,0,0,146328,129666,6390,52751,76915,1
201899,31OCT18,01APR18,31MAR19,920,Diabetic Education Service,,,,,,,,859,556,106,148,408,1
201899,30SEP18,01APR18,31MAR19,&,Not Known,774,103,768,6,4,715,511,6180,2804,578,838,1929,1
201899,30SEP18,01APR18,31MAR19,100,General Surgery,112297,77026,71529,40768,38528,100649,50986,214661,165865,12904,66874,98990,1
201899,30SEP18,01APR18,31MAR19,101,Urology,56166,45685,26588,29578,27263,51637,10357,308175,226492,19221,70542,155950,1
201899,30SEP18,01APR18,31MAR19,102,Transplantation Surgery,1087,739,935,152,127,753,290,8773,6930,592,733,6197,1
201899,30SEP18,01APR18,31MAR19,103,Breast Surgery,6430,6146,2609,3821,3710,6326,167,132999,107361,6665,49751,57610,1
201899,30SEP18,01APR18,31MAR19,104,Colorectal Surgery,23844,20526,7938,15906,15383,22045,3224,89849,67154,5880,31794,35360,1
201899,30SEP18,01APR18,31MAR19,105,Hepatobiliary & Pancreatic Surgery,2643,1807,2269,374,332,1869,606,7995,6057,491,1876,4181,1
201899,30SEP18,01APR18,31MAR19,106,Upper Gastrointestinal Surgery,8095,6721,3529,4566,4383,7227,1417,19551,14363,1402,6265,8098,1
201899,30SEP18,01APR18,31MAR19,107,Vascular Surgery,8107,6646,5019,3088,2841,6915,1802,59820,43545,4166,19318,24227,1
201899,30SEP18,01APR18,31MAR19,108,Spinal Surgery Service,4091,3612,2266,1825,1752,3751,395,33586,25434,1751,8304,17130,1
201899,30SEP18,01APR18,31MAR19,110,Trauma & Orthopaedics,91806,78702,56420,35386,33395,84839,23057,770221,607631,47566,215822,391805,1
201899,30SEP18,01APR18,31MAR19,120,"Ear, Nose & Throat (ENT)",24288,19692,11840,12448,11687,23520,6107,318331,229444,23341,96625,132819,1
201899,30SEP18,01APR18,31MAR19,130,Ophthalmology,57243,54383,2669,54574,52090,56552,1265,813322,625785,51346,156772,469013,1
201899,30SEP18,01APR18,31MAR19,140,Oral Surgery,14380,13346,1953,12427,11775,14226,1015,96217,68906,8029,31938,36968,1
201899,30SEP18,01APR18,31MAR19,141,Restorative Dentistry,603,563,14,589,553,601,1,42774,31100,2876,6942,24158,1
201899,30SEP18,01APR18,31MAR19,142,Paediatric Dentistry,1823,1645,49,1774,1598,1823,5,12873,9195,1282,3012,6182,1
201899,30SEP18,01APR18,31MAR19,143,Orthodontics,44,41,4,40,39,44,3,78464,60021,5345,5482,54539,1
201899,30SEP18,01APR18,31MAR19,144,Maxillo Facial Surgery,8214,7273,2749,5465,5134,8036,1410,59727,41675,5095,16640,25035,1
201899,30SEP18,01APR18,31MAR19,150,Neurosurgery,7401,6155,6160,1241,1139,6111,1769,40009,28404,2582,10599,17805,1
201899,30SEP18,01APR18,31MAR19,160,Plastic Surgery,19534,17510,6372,13162,12553,19112,3785,109660,84999,7317,26079,58855,1
201899,30SEP18,01APR18,31MAR19,161,Burns Care,466,301,371,95,90,445,271,5083,4408,283,1071,3337,1
201899,30SEP18,01APR18,31MAR19,170,Cardiothoracic Surgery,1070,904,1045,25,25,820,110,5053,3918,235,1474,2444,1
201899,30SEP18,01APR18,31MAR19,171,Paediatric Surgery,4632,3592,2636,1996,1819,4244,1347,17464,12368,1458,5747,6621,1
201899,30SEP18,01APR18,31MAR19,172,Cardiac Surgery,2724,2217,2709,15,11,2064,266,7284,5851,281,1893,3958,1
201899,30SEP18,01APR18,31MAR19,173,Thoracic Surgery,2189,1865,2099,90,80,1925,270,5956,4665,331,1549,3116,1
201899,30SEP18,01APR18,31MAR19,174,Cardiothoracic Transplantation,257,210,205,52,48,245,85,2028,1664,64,94,1570,1
201899,30SEP18,01APR18,31MAR19,180,Accident & Emergency (A&E),67146,14699,66930,216,200,65799,65548,17111,14666,1432,11760,2906,1
201899,30SEP18,01APR18,31MAR19,190,Anaesthetics,936,763,417,519,496,714,164,55237,45380,2273,15941,29439,1
201899,30SEP18,01APR18,31MAR19,191,Pain Management,15008,14385,365,14643,14052,14924,41,96874,66625,8073,19235,47390,1
201899,30SEP18,01APR18,31MAR19,192,Critical Care Medicine,3629,1973,3618,11,9,1129,1007,791,459,134,271,188,1
201899,30SEP18,01APR18,31MAR19,199,"Non-UK Provider; specialty function not known, treatment mainly surgical",173,0,173,0,0,123,52,59,0,29,0,0,1
